,PC.name,State.name,Candidate.Name,Candidate.Sex,Candidate.Category,Candidate.Age,Party.Abbreviation,Total.Votes.Polled,Position,Total.voters,Total_Electors,TOT_CONTESTANT,POLL.PERCENTAGE,Total.Persons,Total.HinduPersons,Total.Muslim.Persons,Sex.Ratio..per.1000.,Average.Literacy,Incumbency,Education,Total.Assets,Women,Winner,Criminal.Case,SeriousCrime
496,Kaushambi,Uttar Pradesh,UMESH CHANDRA PASI,M,SC,40,AD,18799,5,551601,1391312,10,39.64610382,1599596,1372381,220423,908,61.28,0,10th Pass,2954000,0,0,0,0
497,Kaushambi,Uttar Pradesh,GULAB SONKAR,M,SC,45,IJP,2975,9,551601,1391312,10,39.64610382,1599596,1372381,220423,908,61.28,0,Graduate,243000,0,0,0,0
498,Kheri,Uttar Pradesh,ZAFAR ALI NAQVI,M,GEN,61,INC,184982,1,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,Graduate Professional,3979881,0,1,0,0
499,Kheri,Uttar Pradesh,ILIYAS AZMI,M,GEN,68,BSP,176205,2,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,Others,17619316,0,0,0,0
500,Kheri,Uttar Pradesh,AJAY KUMAR,M,GEN,50,BJP,162850,3,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,Graduate Professional,15325070,0,0,2,0
501,Kheri,Uttar Pradesh,RAVI PRAKASH VERMA,M,GEN,49,SP,153491,4,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,1,Graduate Professional,5389781,0,0,1,0
502,Kheri,Uttar Pradesh,KASHINATH SINGH,M,GEN,49,JPS,3712,8,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,Graduate Professional,2072000,0,0,0,0
503,Kheri,Uttar Pradesh,RAMDARASH,M,GEN,45,CPI(ML)(L),2803,9,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,8th Pass,30000,0,0,17,1
505,Kheri,Uttar Pradesh,ANUPAM VERMA,M,GEN,30,AD,1949,12,708055,1297088,12,54.58804645,4021243,3078262,807600,894,60.56,0,Not Given,646300,0,0,0,0
506,Kushi Nagar,Uttar Pradesh,KU. RATANJEET PRATAP NARAYAN SINGH,M,GEN,45,INC,223954,1,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Graduate,39975893,0,1,0,0
507,Kushi Nagar,Uttar Pradesh,SWAMI PRASAD MAURYA,M,GEN,54,BSP,202860,2,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Post Graduate,6624790,0,0,1,1
508,Kushi Nagar,Uttar Pradesh,VIJAY DUBEY,M,GEN,41,BJP,162189,3,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,12th Pass,8913000,0,0,2,1
509,Kushi Nagar,Uttar Pradesh,BRAMHA SHANKER TRIPATHI,M,GEN,56,SP,55223,4,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Graduate Professional,28469369,0,0,2,0
510,Kushi Nagar,Uttar Pradesh,KISHOR KUMAR,M,GEN,40,IPP,18726,5,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Graduate Professional,3387500,0,0,1,0
511,Kushi Nagar,Uttar Pradesh,JANGI,M,GEN,55,SBSP,13534,6,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Not Given,0,0,0,2,1
512,Kushi Nagar,Uttar Pradesh,ANIL,M,GEN,43,RPI(A),4378,12,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Not Given,830000,0,0,0,0
513,Kushi Nagar,Uttar Pradesh,MATIULLAH,M,GEN,43,NLHP,2879,14,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Graduate Professional,35000,0,0,0,0
514,Kushi Nagar,Uttar Pradesh,MADAN LAL,M,GEN,46,MADP,2483,15,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,12th Pass,657000,0,0,0,0
515,Kushi Nagar,Uttar Pradesh,BABU LAL,M,GEN,40,BRPP,2440,16,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,8th Pass,567000,0,0,0,0
516,Kushi Nagar,Uttar Pradesh,K KUMAR,M,GEN,56,PRBD,2204,17,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,12th Pass,3900,0,0,0,0
517,Kushi Nagar,Uttar Pradesh,DHEERAJ SHEKHAR SHRIWASTAWA,M,GEN,49,RALOP,2021,18,731275,1438263,18,50.84431707,3564544,2928462,620244,961,65.25,0,Not Given,16000,0,0,0,0
518,Lalganj,Uttar Pradesh,DR. BALIRAM,M,SC,56,BSP,207998,1,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,0,Doctorate,8003036,0,1,0,0
519,Lalganj,Uttar Pradesh,NEELAM SONKAR,F,SC,33,BJP,168050,2,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,0,Post Graduate,11555274,1,0,0,0
520,Lalganj,Uttar Pradesh,DAROGA PRASAD SAROJ,M,SC,60,SP,147182,3,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,1,Graduate,5573553,0,0,5,0
521,Lalganj,Uttar Pradesh,RAM DAYAL ALIAS MOHAN,M,SC,32,SBSP,13915,5,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,0,8th Pass,9000,0,0,0,0
522,Lalganj,Uttar Pradesh,HAREE PRASAD SONKER,M,SC,50,CPI,12957,6,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,0,Literate,132569,0,0,0,0
523,Lalganj,Uttar Pradesh,MANBHAWAN,M,SC,32,BRPP,3203,9,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,70.93,0,Not Given,759500,0,0,0,0
524,Lucknow,Uttar Pradesh,LAL JI TANDON,M,GEN,73,BJP,204028,1,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,1,Graduate,21700160,0,1,0,0
525,Lucknow,Uttar Pradesh,RITA BAHUGUNA JOSHI,F,GEN,59,INC,163127,2,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Doctorate,16029707,1,0,0,0
526,Lucknow,Uttar Pradesh,DR. AKHILESH DAS GUPTA,M,GEN,48,BSP,133610,3,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Doctorate,527490020,0,0,1,0
527,Lucknow,Uttar Pradesh,NAFISA ALI SODHI,F,GEN,52,SP,61457,4,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Not Given,49420475,1,0,2,1
528,Lucknow,Uttar Pradesh,RAJESH KUMAR PANDEY,M,GEN,40,AITC,2164,6,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,12th Pass,92000,0,0,0,0
529,Lucknow,Uttar Pradesh,ANUPAM MISHRA,M,GEN,37,SWPI,1230,7,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Graduate,1452714,0,0,0,0
530,Lucknow,Uttar Pradesh,RAVI SHANKAR BHARAT,M,GEN,28,BPD,960,9,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Post Graduate,50000,0,0,0,0
531,Lucknow,Uttar Pradesh,DR.KHAN MOHMAD ATIF,M,GEN,64,MMUP,717,11,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Doctorate,4700000,0,0,0,0
532,Lucknow,Uttar Pradesh,MOHD. IRSHAD,M,GEN,40,NBNP,473,21,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Not Given,100000,0,0,0,0
533,Lucknow,Uttar Pradesh,MURLI PRASAD,M,GEN,56,RTKP,452,22,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Literate,106430,0,0,0,0
534,Lucknow,Uttar Pradesh,DASHARATH,M,GEN,36,RMEP,424,23,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Post Graduate,12404,0,0,0,0
535,Lucknow,Uttar Pradesh,MUSTAQ KHAN,M,GEN,38,IJP,375,26,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Not Given,42000,0,0,0,0
536,Lucknow,Uttar Pradesh,NAND KUMAR LODHI RAJPOOT,M,GEN,44,BGD,346,29,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Graduate,40000,0,0,0,0
537,Lucknow,Uttar Pradesh,PRAVEEN KUMAR MISHRA,M,GEN,32,EKSP,283,31,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,10th Pass,110000,0,0,0,0
538,Lucknow,Uttar Pradesh,KAMAL CHANDRA,M,GEN,39,GGP,259,34,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Graduate,4091000,0,0,0,0
539,Lucknow,Uttar Pradesh,JUGUNU RANJAN,F,GEN,47,JANS,226,36,584055,1653123,41,35.33040191,4589838,3537787,985070,917,77.29,0,Graduate,2090000,1,0,0,0
540,Machhlishahr,Uttar Pradesh,TUFANI SAROJ,M,SC,48,SP,223152,1,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Graduate,5336133,0,1,0,0
541,Machhlishahr,Uttar Pradesh,KAMLA KANT GAUTAM (K.K. GAUTAM),M,SC,66,BSP,198846,2,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,1,Graduate Professional,2865000,0,0,1,0
542,Machhlishahr,Uttar Pradesh,VIDYASAGAR SONKER,M,SC,48,BJP,146031,3,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Graduate Professional,4507815,0,0,0,0
543,Machhlishahr,Uttar Pradesh,RAM CHARITRA,M,SC,41,AD,56064,4,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,12th Pass,3305000,0,0,0,0
544,Machhlishahr,Uttar Pradesh,RAJ BAHADUR,M,SC,66,INC,33280,5,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Graduate Professional,1106152,0,0,0,0
545,Machhlishahr,Uttar Pradesh,SHEOMURAT RAM,M,SC,71,GGP,5996,9,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Post Graduate,611760,0,0,0,0
547,Machhlishahr,Uttar Pradesh,KRISHNA SEWAK SONKER,M,SC,48,JPS,3778,11,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Not Given,5950000,0,0,0,0
549,Machhlishahr,Uttar Pradesh,SUSHMA,F,SC,29,RAD,1791,15,717877,1751074,16,40.99638279,4494204,3981502,483750,1024,71.55,0,Not Given,63399,1,0,0,0
550,Maharajganj,Uttar Pradesh,HARSH VARDHAN,M,GEN,61,INC,305474,1,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,Graduate,4386101,0,0,7,1
551,Maharajganj,Uttar Pradesh,GANESH SHANKER PANDEY,M,GEN,51,BSP,181846,2,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,Graduate,15548924,0,0,0,0
552,Maharajganj,Uttar Pradesh,PANKAJ CHAUDHARY,M,GEN,38,BJP,173041,3,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,1,12th Pass,43754559,0,0,0,0
553,Maharajganj,Uttar Pradesh,AJEET MANI,M,GEN,41,SP,106602,4,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,Doctorate,19709687,0,0,0,0
554,Maharajganj,Uttar Pradesh,PAWAN KUMAR,M,GEN,39,RPI(A),21134,5,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,8th Pass,25711000,0,0,0,0
555,Maharajganj,Uttar Pradesh,RAM KISHUN NISHAD,M,GEN,52,SBSP,8517,7,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,12th Pass,430000,0,0,0,0
556,Maharajganj,Uttar Pradesh,ABDWURRUF ANSARI,M,GEN,45,NLHP,7425,8,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,Post Graduate,2367000,0,0,0,0
557,Maharajganj,Uttar Pradesh,SATYA NARAYAN URF SATNARAYAN,M,GEN,58,BEP,3539,13,839577,1509167,15,55.63181543,2684703,2196884,458650,943,62.76,0,5th Pass,100000,0,0,0,0
558,Mainpuri,Uttar Pradesh,MULAYAM SINGH YADAV,M,GEN,69,SP,392308,1,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,1,Post Graduate,22399310,0,1,0,0
559,Mainpuri,Uttar Pradesh,VINAY SHAKYA,M,GEN,38,BSP,219239,2,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,Post Graduate,9530440,0,0,1,1
560,Mainpuri,Uttar Pradesh,TRIPTI SHAKYA,F,GEN,31,BJP,56265,3,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,Graduate,2814584,1,0,1,0
561,Mainpuri,Uttar Pradesh,HAKIM SINGH YADAV,M,GEN,65,CPI,4168,5,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,Graduate Professional,4175000,0,0,0,0
562,Mainpuri,Uttar Pradesh,SARVESH,M,GEN,31,JPS,3613,6,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,12th Pass,730000,0,0,0,0
563,Mainpuri,Uttar Pradesh,GENDA LAL PAL,M,GEN,56,RALP,2004,8,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,10th Pass,825000,0,0,0,0
564,Mainpuri,Uttar Pradesh,ABADHESH SHAKYA,M,GEN,41,RSMD,1634,9,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,10th Pass,1230200,0,0,0,0
565,Mainpuri,Uttar Pradesh,RAJVIR SINGH,M,GEN,43,NDPF,1557,10,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,12th Pass,2068000,0,0,0,0
568,Mainpuri,Uttar Pradesh,RAVINDRA SINGH,M,GEN,69,RWS,635,13,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,Post Graduate,1785000,0,0,0,0
569,Mainpuri,Uttar Pradesh,YOGENDRA SINGH,M,GEN,41,IJP,494,14,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,12th Pass,1240000,0,0,0,0
570,Mainpuri,Uttar Pradesh,KARUNA NIDHI PANDEY,M,GEN,46,KKJHS,455,15,695980,1399259,15,49.73918338,1868529,1746649,100723,881,75.99,0,Post Graduate,487001,0,0,0,0
571,Mathura,Uttar Pradesh,JAYANT CHAUDHARY,M,GEN,30,RLD,379870,1,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,Post Graduate,30204219,0,1,1,0
572,Mathura,Uttar Pradesh,SHYAM SUNDER SHARMA,M,GEN,57,BSP,210257,2,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,Post Graduate,32557287,0,0,0,0
573,Mathura,Uttar Pradesh,MANVENDRA SINGH,M,GEN,62,INC,85418,3,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,1,12th Pass,14959430,0,0,0,0
574,Mathura,Uttar Pradesh,ASHRAF ALI,M,GEN,34,NLHP,22623,4,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,12th Pass,6179564,0,0,0,0
575,Mathura,Uttar Pradesh,DEVENDRA,M,GEN,27,RALP,2941,8,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,Graduate Professional,262000,0,0,0,0
576,Mathura,Uttar Pradesh,YADRAM,M,SC,56,BSP(K),1122,12,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,10th Pass,5038200,0,0,2,1
577,Mathura,Uttar Pradesh,HEERA SINGH,M,GEN,44,NELU,335,16,726515,1341649,16,54.15089938,2547184,2310776,216933,863,70.36,0,Not Given,550000,0,0,0,0
578,Meerut,Uttar Pradesh,RAJENDRA AGARWAL,M,GEN,57,BJP,232137,1,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Post Graduate,2121825,0,1,0,0
579,Meerut,Uttar Pradesh,MALOOK NAGAR,M,GEN,43,BSP,184991,2,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,1,Graduate,853165000,0,0,0,0
580,Meerut,Uttar Pradesh,SHAHID MANZOOR,M,GEN,54,SP,183527,3,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Post Graduate,18808730,0,0,0,0
581,Meerut,Uttar Pradesh,RAJENDRA SHARMA,M,GEN,61,INC,61003,4,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Graduate Professional,10011281,0,0,0,0
582,Meerut,Uttar Pradesh,MUGHIS AHMAD GILANI,M,GEN,53,CPI,3755,7,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Post Graduate,443463,0,0,1,0
583,Meerut,Uttar Pradesh,ARUN KUMAR JAIN,M,GEN,57,NCP,2505,9,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Graduate,805000,0,0,2,1
584,Meerut,Uttar Pradesh,JANESHWAR PRASAD SHARMA,M,GEN,60,RVNP,1887,10,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,12th Pass,1246500,0,0,0,0
586,Meerut,Uttar Pradesh,RAJKUMAR TYAGI,M,GEN,38,ABHM,1206,14,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Graduate,7210000,0,0,0,0
587,Meerut,Uttar Pradesh,RAJESH KUMAR,M,SC,42,IJP,765,21,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,10th Pass,1032257,0,0,0,0
589,Meerut,Uttar Pradesh,TEJVEER SINGH,M,GEN,67,RWS,444,25,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Graduate Professional,7037400,0,0,0,0
590,Meerut,Uttar Pradesh,SMT. SANTOSH AHLUWALIA,F,GEN,40,RDMP,399,26,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,72.84,0,Post Graduate,3982750,1,0,0,0
591,Mirzapur,Uttar Pradesh,BAL KUMAR PATEL,M,GEN,48,SP,218898,1,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,12th Pass,22978000,0,1,10,1
592,Mirzapur,Uttar Pradesh,ANIL KUMAR MAURYA,M,GEN,37,BSP,199216,2,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,1,Post Graduate,15852990,0,0,0,0
593,Mirzapur,Uttar Pradesh,ANURAG SINGH,M,GEN,42,BJP,139686,3,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Post Graduate,16297500,0,0,0,0
594,Mirzapur,Uttar Pradesh,RAMESH DUBEY,M,GEN,66,INC,56185,4,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,8th Pass,62799155,0,0,0,0
595,Mirzapur,Uttar Pradesh,PREM CHAND,M,GEN,45,PMSP,26995,5,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Post Graduate,215000,0,0,0,0
596,Mirzapur,Uttar Pradesh,JAGDISH,M,GEN,49,AD,19086,6,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Others,47619574,0,0,0,0
597,Mirzapur,Uttar Pradesh,TRILOK NATH VERMA,M,GEN,61,IJP,12835,7,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Others,6701680,0,0,0,0
598,Mirzapur,Uttar Pradesh,SHYAM LAL,M,GEN,41,EKSP,6944,9,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,12th Pass,3654000,0,0,1,1
599,Mirzapur,Uttar Pradesh,SHANKAR,M,SC,38,CPI(ML)(L),5895,11,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Not Given,0,0,0,1,0
601,Mirzapur,Uttar Pradesh,AJAY SHANKER,M,SC,33,GMS,2441,14,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Others,0,0,0,0,0
602,Mirzapur,Uttar Pradesh,LALTI DEVI,F,SC,54,VP,2198,16,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Literate,1450000,1,0,0,0
604,Mirzapur,Uttar Pradesh,KHELADI,M,SC,58,GGP,1605,21,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,Not Given,1000,0,0,0,0
605,Mirzapur,Uttar Pradesh,LALJI,M,GEN,48,RAD,1560,22,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,12th Pass,2010000,0,0,0,0
606,Mirzapur,Uttar Pradesh,KAILASH,M,SC,48,BSA,1316,25,733350,1405539,27,52.17571337,2496970,2292534,195765,903,68.48,0,8th Pass,62000,0,0,0,0
607,Misrikh,Uttar Pradesh,ASHOK KUMAR RAWAT,M,SC,42,BSP,207627,1,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,1,Post Graduate,6221049,0,1,0,0
608,Misrikh,Uttar Pradesh,SHYAM PRAKASH,M,SC,49,SP,184335,2,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,0,Graduate,7252808,0,0,1,0
609,Misrikh,Uttar Pradesh,OM PRAKASH,M,SC,47,INC,125862,3,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,0,Post Graduate,16816822,0,0,0,0
610,Misrikh,Uttar Pradesh,ANIL KUMAR ALIAS ANIL BHARGAV,M,SC,37,BJP,61618,4,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,0,Post Graduate,6448396,0,0,1,0
611,Misrikh,Uttar Pradesh,RAM AUTAR,M,SC,52,RPI(A),2692,7,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,0,Not Given,1502466,0,0,0,0
612,Misrikh,Uttar Pradesh,VISHAMBHAR DAYAL,M,SC,38,RCP,2099,9,607887,1464770,13,41.50050861,4483992,3555450,893725,888,61.12,0,Graduate,1174300,0,0,0,0
613,Mohanlalganj,Uttar Pradesh,SUSHILA  SAROJ,F,SC,58,SP,256367,1,694980,1500237,7,46.3246807,4589838,3537787,985070,917,77.29,1,Post Graduate,28680230,1,1,0,0
614,Mohanlalganj,Uttar Pradesh,JAI PRAKASH,M,SC,50,BSP,179772,2,694980,1500237,7,46.3246807,4589838,3537787,985070,917,77.29,0,Graduate,18381208,0,0,0,0
616,Mohanlalganj,Uttar Pradesh,RANJAN KUMAR CHAUDHARY,M,SC,38,BJP,82435,4,694980,1500237,7,46.3246807,4589838,3537787,985070,917,77.29,0,Post Graduate,4330738,0,0,0,0
617,Mohanlalganj,Uttar Pradesh,JAIPAL PATHIK,M,SC,50,RCP,17082,5,694980,1500237,7,46.3246807,4589838,3537787,985070,917,77.29,0,12th Pass,34000,0,0,9,1
618,Mohanlalganj,Uttar Pradesh,SATTIDEEN,M,SC,53,UPRP,4604,7,694980,1500237,7,46.3246807,4589838,3537787,985070,917,77.29,0,Illiterate,2697664,0,0,0,0
619,Moradabad,Uttar Pradesh,MOHAMMED AZHARUDDIN,M,GEN,46,INC,301283,1,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,Graduate,25233948,0,1,0,0
620,Moradabad,Uttar Pradesh,KUNWAR SARVESH KUMAR ALIAS RAKESH,M,GEN,57,BJP,252176,2,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,12th Pass,29516747,0,0,4,1
621,Moradabad,Uttar Pradesh,RAJIV CHANNA,M,GEN,46,BSP,147594,3,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,12th Pass,5880413,0,0,0,0
622,Moradabad,Uttar Pradesh,MOHAMMAD RIZWAN,M,GEN,58,SP,27982,4,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,1,Graduate,3777148,0,0,4,1
623,Moradabad,Uttar Pradesh,RISHI PAL,M,GEN,41,ABHM,2635,8,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,10th Pass,3640000,0,0,0,0
624,Moradabad,Uttar Pradesh,SHAKEEL AHMED,M,GEN,47,NLHP,2447,9,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,5th Pass,2157570,0,0,1,1
625,Moradabad,Uttar Pradesh,HAR SWAROOP SHARMA,M,GEN,56,RSMD,1536,14,761009,1388525,18,54.80700744,4772006,2488265,2248392,906,56.77,0,Post Graduate,6515500,0,0,0,0
626,Muzaffarnagar,Uttar Pradesh,KADIR RANA,M,GEN,45,BSP,275318,1,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,Literate,58451906,0,1,4,1
627,Muzaffarnagar,Uttar Pradesh,ANURADHA CHAUDHARY,F,GEN,48,RLD,254720,2,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,Graduate,79870000,1,0,0,0
628,Muzaffarnagar,Uttar Pradesh,THAKUR SANGEET SINGH SOM,M,GEN,29,SP,106667,3,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,1,Graduate,16490000,0,0,1,0
629,Muzaffarnagar,Uttar Pradesh,HARINDRA SINGH MALIK,M,GEN,54,INC,73848,4,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,Graduate,21968281,0,0,0,0
630,Muzaffarnagar,Uttar Pradesh,ABDUL AZIZ ANSARI,M,GEN,57,PECP,6537,5,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,10th Pass,11396086,0,0,1,0
632,Muzaffarnagar,Uttar Pradesh,DHEER SINGH,M,GEN,45,CPI,3655,7,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,12th Pass,2023000,0,0,0,0
633,Muzaffarnagar,Uttar Pradesh,NAWAB ALI,M,GEN,38,NLHP,723,16,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,10th Pass,1380000,0,0,0,0
634,Muzaffarnagar,Uttar Pradesh,SATISH KUMAR,M,GEN,32,JSP,710,17,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,12th Pass,1051100,0,0,0,0
635,Muzaffarnagar,Uttar Pradesh,SALAMUDEEN URF SALMU MALIK,M,GEN,45,NELU,635,20,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,Literate,1307000,0,0,0,0
636,Muzaffarnagar,Uttar Pradesh,MANISH BHAI URF NITU,M,GEN,35,ABHM,377,23,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,69.12,0,10th Pass,503374,0,0,0,0
637,Nagina,Uttar Pradesh,YASHVIR SINGH,M,SC,36,SP,234815,1,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,12th Pass,784562,0,1,1,0
638,Nagina,Uttar Pradesh,RAM KISHAN SINGH,M,SC,65,BSP,175127,2,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Post Graduate,8719145,0,0,0,0
639,Nagina,Uttar Pradesh,MUNSIRAM,M,SC,59,RLD,163062,3,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Others,7064554,0,0,0,0
640,Nagina,Uttar Pradesh,ISAM SINGH,M,SC,51,INC,31779,4,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Others,16926590,0,0,0,0
641,Nagina,Uttar Pradesh,RANJEET,M,SC,40,NBNP,4997,7,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Literate,222000,0,0,0,0
642,Nagina,Uttar Pradesh,UDIT RAJ,M,SC,51,IJP,3656,8,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Doctorate,16502117,0,0,0,0
643,Nagina,Uttar Pradesh,VIJAY PRAKASH,M,SC,70,PECP,2560,10,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Post Graduate,4400000,0,0,0,0
645,Nagina,Uttar Pradesh,BABLI ALIAS GULSAN JAHAN,F,SC,34,NELU,2275,12,643490,1196566,14,53.77806155,3682713,2032081,1585210,917,68.48,0,Literate,512000,1,0,0,0
